,belongs_to_collection,genres,original_language,popularity,production_companies,runtime,spoken_languages,title,vote_average
40232,Winnie-the-Pooh (Russian),"['Animation', 'Family']",ru,2.168142,['Soyuzmultfilm'],11.0,['Pусский'],Winnie-the-Pooh,6.5
40233,Feluda Collection,['Mystery'],bn,1.084644,['Government of West Bengal'],120.0,['বাংলা'],The Golden Fortress,7.9
40239,Street Fighter Collection,"['Action', 'Animation']",ja,0.745348,['Studio 4°C'],65.0,['日本語'],Street Fighter IV: The Ties That Bind,5.8
40242,Winnie-the-Pooh (Russian),"['Animation', 'Family']",ru,2.082421,['Soyuzmultfilm'],10.0,['Pусский'],Winnie-the-Pooh Goes Visiting,6.9
40264,Davy Crockett Collection,"['Comedy', 'Action', 'Adventure', 'Family']",en,1.173254,['Walt Disney Productions'],81.0,['English'],Davy Crockett and the River Pirates,5.9
40279,The Falcon Series,"['Crime', 'Mystery']",en,0.333905,['RKO Radio Pictures'],65.0,['English'],The Falcon Takes Over,6.0
40284,Torchy Blane,"['Crime', 'Comedy']",en,0.642796,"['First National Pictures', 'Warner Bros.']",59.0,['English'],Torchy Blane in Panama,6.0
40294,Dhamaal Collection,['Comedy'],hi,1.342057,['Maruti International'],135.0,['हिन्दी'],Dhamaal,6.1
40311,Les Ripoux - Trilogie,"['Action', 'Comedy']",fr,1.468369,"['Orly Films', 'TF1 Films Production', 'Films 7', 'Sédif Productions']",107.0,['Français'],My New Partner II,6.1
40312,Les Ripoux - Trilogie,['Comedy'],en,2.800132,['GBVI'],105.0,['Français'],Ripoux 3,5.1
40313,Winnie-the-Pooh (Russian),"['Family', 'Animation']",ru,0.755415,['Союзмульфильм'],21.0,['Pусский'],Winnie-the-Pooh and a Busy Day,6.7
40351,Birdemic Collection,"['Action', 'Comedy', 'Horror', 'Science Fiction']",en,1.330868,"['I Got a Fish Productions', 'Moviehead Pictures']",82.0,['English'],Birdemic 2: The Resurrection,3.2
40354,Nadodikkattu Collection,['Comedy'],ml,0.112792,['Seven Arts Films'],150.0,[''],Akkare Akkare Akkare,7.3
40381,The Nigger Charley Collection,"['Western', 'Action', 'Crime']",en,0.129052,['Paramount Pictures'],98.0,['English'],The Legend of Nigger Charley,8.5
40387,The Amityville Horror Collection,['Horror'],en,2.429089,"['Marquis Productions', 'Thriller Films', 'AZ Film Studios']",84.0,['English'],The Amityville Terror,4.4
40414,DC Super Hero Girls Collection,['Animation'],en,1.402798,['Warner Bros. Animation'],72.0,['English'],DC Super Hero Girls: Hero of the Year,4.8
40432,Mostly Ghostly Collection,"['Family', 'Fantasy', 'Horror']",en,0.969886,"['Commotion Pictures', 'Mostly Ghostly 3 Productions']",89.0,['English'],Mostly Ghostly 3: One Night in Doom House,4.4
40443,Rampage Collection,"['Action', 'Crime', 'Thriller']",en,7.733723,"['Boll Kino Beteiligungs GmbH & Co. KG', 'Studio West Productions(VCC)', 'Amok II Productions']",93.0,['English'],Rampage: Capital Punishment,5.4
40444,Rampage Collection,"['Thriller', 'Action', 'Crime']",en,2.701186,['Event Film Distribution'],0.0,['English'],Rampage: President Down,5.1
40452,Shiloh Collection,"['Drama', 'Family']",en,0.530506,"['Utopia Pictures', 'Beagle II Productions']",96.0,['English'],Shiloh 2: Shiloh Season,6.2
40497,Blair Witch Collection,"['Thriller', 'Horror']",en,11.901343,"['Vertigo Entertainment', 'Lionsgate', 'Room 101', 'Snoot Entertainment', 'Hurwitz Creative']",90.0,['English'],Blair Witch,4.9
40504,Kickboxer Collection,"['Action', 'Drama']",en,6.966654,"['Radar Pictures', 'Headmon Entertainment & Productions']",90.0,"['English', 'ภาษาไทย']",Kickboxer: Vengeance,4.5
40543,20th Century Boys Collection,"['Science Fiction', 'Adventure', 'Mystery']",ja,1.747031,['Toho Company'],0.0,['日本語'],20th Century Boys - Chapter 2: The Last Hope,6.7
40582,Paranormal Investigations Collection,"['Horror', 'Mystery', 'Thriller']",en,1.59297,['The Asylum'],88.0,['English'],Paranormal Entity,5.1
40586,Zero Woman Collection,"['Thriller', 'Action', 'Crime', 'Drama']",ja,1.910093,['Toei Company'],88.0,['日本語'],Zero Woman: Red Handcuffs,6.7
40590,Twitches Collection,"['Comedy', 'Drama', 'Family', 'Fantasy', 'TV Movie']",en,4.232318,['Disney Channel'],86.0,"['English', 'Français']",Twitches,5.6
40605,Blue Crush Collection,['Adventure'],en,2.689455,"['Imagine Entertainment', 'Universal Pictures', 'Capital Arts Entertainment', 'Universal Studios Home Entertainment', 'Moonlighting Films']",113.0,['English'],Blue Crush 2,4.8
40672,Maigret (Rowan Atkinson) Collection,"['Drama', 'Crime', 'Mystery']",en,1.861683,['Ealing Studios'],120.0,['English'],Maigret Sets a Trap,6.9
40693,Moskva-Kassiopeya Collection,"['Science Fiction', 'Family', 'Adventure', 'Comedy']",ru,1.443911,['Maksim Gorki Studio'],80.0,['Pусский'],Teens in the Universe,4.7
40795,"Signed, Sealed, Delivered","['TV Movie', 'Family']",en,1.082366,"['Muse Entertainment Enterprises', 'Moon Water Productions', 'Muse Entertainment LLC']",84.0,['English'],"Signed, Sealed, Delivered: From Paris With Love",6.6
40797,The Cheetah Girls Collection,"['Comedy', 'Drama', 'Family', 'Music', 'TV Movie']",en,4.225869,"['Disney Channel', 'BrownHouse Productions']",96.0,"['English', 'Español']",The Cheetah Girls 2,5.4
40799,Teen Beach Collection,"['Family', 'Comedy', 'Music']",en,4.405129,"['Disney Channel', 'Rainforest Productions']",104.0,['English'],Teen Beach 2,6.2
40801,"Signed, Sealed, Delivered","['Drama', 'Romance', 'TV Movie']",en,1.01793,"['Muse Entertainment Enterprises', 'Moon Water Productions']",85.0,['English'],"Signed, Sealed, Delivered: From the Heart",5.5
40802,The Cheetah Girls Collection,"['Comedy', 'Drama', 'Family', 'Music', 'TV Movie']",en,5.973243,"['Disney Channel', 'BrownHouse Productions']",100.0,['English'],The Cheetah Girls,4.9
40804,Wizards of Waverly Place Collection,"['Adventure', 'Comedy', 'Drama']",en,6.287572,"['Disney Channel', ""It's a Laugh Productions""]",60.0,['English'],The Wizards Return: Alex vs. Alex,6.4
40807,"Signed, Sealed, Delivered","['Romance', 'TV Movie']",en,0.639731,"['Larry Levinson Productions', 'Muse Entertainment Enterprises', 'Moon Water Productions']",84.0,['English'],"Signed, Sealed, Delivered: One in a Million",5.0
40822,"Signed, Sealed, Delivered","['Family', 'TV Movie']",en,0.621576,"['Muse Entertainment Enterprises', 'Moon Water Productions']",84.0,['English'],"Signed, Sealed, Delivered for Christmas",7.9
40830,"Signed, Sealed, Delivered","['Comedy', 'Drama', 'Romance', 'TV Movie']",en,0.811948,"['Front Street Pictures', 'Muse Entertainment Enterprises']",120.0,['English'],"Signed, Sealed, Delivered",7.0
40841,Honey Collection,"['Drama', 'Music', 'Comedy']",en,5.768543,"['Universal Pictures', 'Marc Platt Productions', 'MFV Productions', 'Reel Deal Entertainment']",110.0,['English'],Honey 2,6.0
40862,An American Girl Collection,"['Family', 'Drama']",en,1.308219,['Universal Studios'],99.0,['English'],Isabelle Dances Into the Spotlight,4.9
40866,Cinderella Story Collection,"['Comedy', 'Family', 'Fantasy', 'Music']",en,5.761235,"['Film Afrika Worldwide', 'Warner Bros.']",92.0,['English'],A Cinderella Story: If the Shoe Fits,6.1
40875,Omae Umasou Da na,"['Animation', 'Adventure', 'Family']",ja,0.772307,['Asia-Do'],89.0,['日本語'],You Are Umasou,7.0
40926,Phantasm Collection,"['Science Fiction', 'Fantasy', 'Horror']",en,2.203931,['Silver Sphere Corporation'],87.0,['English'],Phantasm: Ravager,5.4
40951,Robert Langdon Collection,['Thriller'],en,18.311054,"['Columbia Pictures', 'Imagine Entertainment', 'Mid Atlantic Films', 'Sony Pictures Releasing', 'LStar Capital']",121.0,['English'],Inferno,5.7
40953,Ouija Collection,"['Horror', 'Thriller']",en,10.182974,"['Universal Pictures', 'Platinum Dunes', 'Hasbro', 'Blumhouse Productions', 'Allspark Pictures']",99.0,['English'],Ouija: Origin of Evil,5.8
40974,LEGO DC Comics Super Heroes Collection,"['Action', 'Adventure', 'Animation', 'Family']",en,1.774731,['Warner Bros. Animation'],22.0,['English'],LEGO DC Comics Super Heroes: Batman: Be-Leaguered,6.1
40992,The Angel Collection,"['Action', 'Thriller']",en,1.490898,['New World Pictures'],93.0,"['English', 'Deutsch']",Avenging Angel,5.4
41016,The Invisible Man (Universal Series),"['Horror', 'Science Fiction']",en,2.102317,['Universal Pictures'],78.0,['English'],The Invisible Man's Revenge,5.4
41035,Gourmet Detective Collection,"['Drama', 'TV Movie', 'Mystery', 'Crime']",en,1.271724,['Muse Entertainment Enterprises'],84.0,['English'],Death Al Dente: A Gourmet Detective Mystery,4.0
41041,Gourmet Detective Collection,"['Drama', 'TV Movie', 'Mystery', 'Crime']",en,2.491969,"['Muse Entertainment Enterprises', 'Side Street Post']",84.0,['English'],Gourmet Detective: A Healthy Place to Die,4.0
41053,Jack Reacher Collection,['Action'],en,15.60562,"['Paramount Pictures', 'Shanghai Film Group', 'TC Productions', 'Skydance Media', 'Huahua Media']",118.0,['English'],Jack Reacher: Never Go Back,5.3
41098,Trancers Collection,"['Science Fiction', 'Thriller']",en,0.496081,"['Extraordinary Films Ltd.', 'Young Wolf Productions']",85.0,['English'],Trancers 6: Life After Deth,5.4
41119,"Silent Night, Deadly Night Collection",['Horror'],en,0.6167,['Silent Films Inc.'],90.0,['English'],"Initiation: Silent Night, Deadly Night 4",4.6
41158,Nitro Collection,['Action'],fr,0.944894,['Cirrus Communications'],90.0,['Français'],Nitro,4.4
41167,Bad Santa Collection,"['Comedy', 'Crime', 'Drama']",en,7.459161,"['Ingenious Media', 'Broad Green Pictures', 'Miramax']",87.0,['English'],Bad Santa 2,5.0
41200,Flatland Collection,"['Animation', 'Science Fiction']",en,0.343896,['Flat World Productions'],36.0,['English'],Flatland,6.2
41267,Outlaw Gangster VIP: The Complete Collection,"['Foreign', 'Crime', 'Action', 'Thriller']",ja,0.148347,['Nikkatsu'],93.0,['日本語'],Outlaw: Gangster VIP,6.0
41268,Outlaw Gangster VIP: The Complete Collection,"['Foreign', 'Crime', 'Action', 'Thriller']",ja,0.101554,['Nikkatsu'],97.0,['日本語'],Outlaw: Gangster VIP 2,7.5
41269,Outlaw Gangster VIP: The Complete Collection,"['Foreign', 'Crime', 'Action', 'Thriller']",ja,0.278057,['Nikkatsu'],92.0,['日本語'],Outlaw: Heartless,7.0
41270,Outlaw Gangster VIP: The Complete Collection,"['Foreign', 'Crime', 'Action', 'Thriller']",ja,0.003282,['Nikkatsu'],87.0,['日本語'],Outlaw: Goro the Assassin,0.0
41271,Outlaw Gangster VIP: The Complete Collection,"['Foreign', 'Crime', 'Action', 'Thriller']",ja,0.136356,['Nikkatsu'],86.0,['日本語'],Outlaw: Black Dagger,7.0
41272,Outlaw Gangster VIP: The Complete Collection,"['Foreign', 'Crime', 'Action', 'Thriller']",ja,0.010282,['Nikkatsu'],85.0,['日本語'],Outlaw: Kill!,0.0
41276,Ivan Tsarevich & the Grey Wolf Collection,"['Animation', 'Adventure', 'Family']",ru,2.115609,['Melnitsa Animation Studio'],85.0,['Pусский'],Ivan Tsarevich & the Grey Wolf 2,6.4
41277,Ivan Tsarevich & the Grey Wolf Collection,"['Family', 'Animation', 'Adventure']",ru,1.440595,['Наше Кино'],76.0,['Pусский'],Ivan Tsarevich & the Grey Wolf 3,7.0
41289,Three Heroes Collection,"['Animation', 'Comedy', 'Drama']",ru,1.760091,['Kinokompaniya CTB'],72.0,['Pусский'],Alesha Popovich and Tugarin the Dragon,6.1
41290,Three Heroes Collection,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Fantasy']",ru,1.833185,['Melnitsa Animation Studio'],65.0,['Pусский'],Nikitich and The Dragon,6.4
41354,Karlson Collection,"['Adventure', 'Animation', 'Family']",ru,0.513688,['Soyuzmultfilm'],19.0,['Pусский'],Junior and Karlson,6.1
41364,Gwendolyn Shepherd Collection,"['Adventure', 'Family', 'Fantasy']",de,9.11794,"['Tele München Fernseh Produktionsgesellschaft (TMG)', 'Lieblingsfilm', 'mem-film', 'Geißendörfer Film- und Fernsehproduktion (GFF)', 'ARRI Film & TV Services']",116.0,['Deutsch'],Sapphire Blue,6.9
41441,She Collection,"['Adventure', 'Fantasy']",en,0.804678,"['Seven Arts Productions', 'Hammer Film Productions']",97.0,['English'],The Vengeance of She,5.8
41454,LEGO DC Comics Super Heroes Collection,"['Adventure', 'Animation', 'Action']",en,3.581416,['Warner Bros. Animation'],78.0,['English'],LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,7.0
41489,Star Wars Collection,"['Action', 'Adventure', 'Science Fiction']",en,36.567575,"['Lucasfilm', 'Walt Disney Pictures', 'Allison Shearmur Productions', 'Black Hangar Studios', 'Stereo D']",133.0,['English'],Rogue One: A Star Wars Story,7.4
41502,Underworld Collection,"['Action', 'Fantasy', 'Horror']",en,20.02976,"['Lakeshore Entertainment', 'Screen Gems', 'Sketch Films']",91.0,"['English', '', 'ภาษาไทย', 'Український']",Underworld: Blood Wars,5.2
41505,The Gamers Collection,"['Comedy', 'Fantasy']",en,0.142142,['Dead Gentlemen Productions'],29.0,['English'],The Gamers: Natural One,4.3
41515,The Hobgoblin Collection,"['Horror', 'Action', 'Comedy', 'Thriller', 'Science Fiction']",en,1.09642,['Rick Sloane Productions'],92.0,['English'],Hobgoblins,2.2
41575,If I Were You Collection,['Comedy'],pt,2.361097,"['Total Entertainment', 'Lereby Productions', 'Globo Filmes']",96.0,['Português'],If I Were You 2,5.9
41584,Three Heroes Collection,['Animation'],ru,0.469112,['Melnitsa Animation Studio'],65.0,['Pусский'],Tri Bogatyrya na Dalnikh Beregakh,5.3
41585,Three Heroes Collection,"['Adventure', 'Animation', 'Comedy', 'Fantasy']",ru,0.922398,['Melnitsa Animation Studio'],75.0,['Pусский'],Three Heroes and Julius Caesar,6.0
41671,El pico - Colección,['Drama'],es,0.02158,['Ópalo Films'],105.0,['Español'],Overdose,5.1
41708,Olsen Banden (Samling),"['Crime', 'Animation', 'Comedy']",da,0.506507,['Nordisk Film'],80.0,['Dansk'],The Olsen Gang in Deep Trouble,6.0
41759,Klassefesten (Samling),['Comedy'],da,1.426212,['Nordisk Film'],95.0,['Dansk'],The Reunion 2 - The Funeral,5.4
41778,Krummerne (Samling),"['Family', 'Comedy']",da,0.791976,['Regner Grasten Film'],86.0,['Dansk'],Krummerne,6.7
41852,George Carlin Comedy Collection,"['Comedy', 'Documentary', 'TV Movie']",en,1.03164,['Cable Stuff Productions'],56.0,['English'],George Carlin: Complaints & Grievances,7.8
41863,Despicable Me Collection,"['Comedy', 'Animation']",en,3.119394,['Illumination Entertainment'],4.0,['English'],Mower Minions,6.8
41947,Poison Ivy Collection,"['Thriller', 'TV Movie', 'Drama']",en,2.84929,"['Insight Film Studios', 'Cinetel Films', 'New Line Home Entertainment']",95.0,"['English', 'Polski']",Poison Ivy: The Secret Society,4.2
41957,Snow Queen Collection,"['Family', 'Animation', 'Fantasy']",ru,1.394369,['Wizart Animation'],80.0,['Pусский'],The Snow Queen 3: Fire and Ice,8.5
41972,xXx Collection,"['Action', 'Adventure', 'Crime']",en,17.918269,"['Paramount Pictures', 'Revolution Studios', 'One Race Films', 'Rox Productions', 'Maple Cage Productions']",107.0,['English'],xXx: Return of Xander Cage,5.5
41976,The Lego Movie Collection,"['Action', 'Animation', 'Comedy', 'Family', 'Fantasy']",en,17.070748,"['Lin Pictures', 'Warner Bros. Animation', 'Warner Bros.', 'Animal Logic', 'DC Entertainment', 'Lord Miller', 'LEGO System A/S']",104.0,['English'],The Lego Batman Movie,7.2
41989,Trailer Park Boys Collection,['Comedy'],en,0.658229,['Topsail Entertainment'],60.0,['English'],Trailer Park Boys: Say Goodnight to the Bad Guys,7.6
42020,Death Race Original Collection,"['Action', 'Comedy', 'Science Fiction']",en,5.209399,"['Universal 1440 Entertainment', 'New Horizons Picture']",93.0,['English'],Death Race 2050,3.7
42023,One Piece Collection,"['Action', 'Animation', 'Adventure', 'Comedy']",ja,5.40012,"['Fuji Television Network', 'FUNimation Entertainment', 'Toei Animation', 'Toei Company']",120.0,['日本語'],One Piece Film: GOLD,7.3
42082,An American Girl Collection,['Family'],en,0.829921,"['Out of Africa Entertainment', 'Shaken, Not Stirred Productions', 'Martin Chase Productions']",0.0,['English'],Lea to the Rescue,5.4
42083,The Good Witch Collection,"['TV Movie', 'Comedy', 'Family', 'Fantasy', 'Romance']",en,3.387914,"['The Hallmark Channel', 'Whizbang Films Inc.']",85.0,"['English', 'Français']",The Good Witch's Garden,5.8
42084,The Good Witch Collection,"['Drama', 'Family', 'Fantasy']",en,2.472998,"['The Hallmark Channel', 'Whizbang Films Inc.']",84.0,['English'],The Good Witch's Gift,5.5
42096,The Ring Collection,['Horror'],en,24.535733,"['Paramount Pictures', 'Vertigo Entertainment', 'Macari/Edelstein', 'Parkes+MacDonald Image Nation', 'Waddieish Claretrap']",102.0,['English'],Rings,4.8
42109,Kizumonogatari,"['Animation', 'Fantasy', 'Mystery']",ja,2.43154,['Shaft'],68.0,['日本語'],Kizumonogatari Part 2: Nekketsu,8.9
42112,Ukraine Trilogy,"['Drama', 'Fantasy']",uk,0.305708,['VUFKU'],90.0,['Pусский'],Zvenigora,7.8
42155,Kizumonogatari,"['Animation', 'Fantasy', 'Mystery']",ja,3.519786,['Shaft'],82.0,['日本語'],Kizumonogatari Part 3: Reiketsu,9.4
42157,My Mom is a Character Collection,['Comedy'],pt,4.117801,['Migdal Filmes'],96.0,['Português'],My Mom Is a Character 2,7.8
42168,John Wick Collection,"['Thriller', 'Action', 'Crime']",en,49.247505,"['Thunder Road Pictures', 'LionsGate', '87Eleven']",122.0,"['English', 'Italiano']",John Wick: Chapter 2,6.7
42170,The Wolverine Collection,"['Action', 'Drama', 'Science Fiction']",en,54.581997,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'TSG Entertainment']",137.0,"['English', 'Español']",Logan,7.6
42175,Trainspotting Collection,"['Crime', 'Drama']",en,17.645877,"['DNA Films', 'TriStar Pictures', 'Cloud Eight Films', 'Creative Scotland', 'Decibel Films', 'Film4']",117.0,"['български език', 'English']",T2 Trainspotting,7.1
42183,George Carlin Comedy Collection,"['Documentary', 'Comedy', 'TV Movie']",en,1.093867,"['Home Box Office (HBO)', 'Carlin Productions']",58.0,['English'],George Carlin: Playin' with Your Head,7.1
42267,The Howling Collection,['Horror'],en,1.089187,"['Allied Vision', 'Allied Entertainments Group PLC']",90.0,['English'],The Howling: New Moon Rising,2.2
42271,Resident Evil Collection,"['Action', 'Horror', 'Science Fiction']",en,0.75571,"['Constantin Film', 'Impact Pictures', 'Screen Gems', 'Davis Films']",107.0,['English'],Resident Evil: The Final Chapter,5.9
42322,The Gruffalo Collection,"['Animation', 'Family']",en,5.66954,['Magic Light Pictures'],27.0,['English'],Stick Man,7.5
42355,Fifty Shades Collection,"['Drama', 'Romance']",en,29.130443,"['Universal Pictures', 'Perfect World Pictures (Beijing)']",118.0,['English'],Fifty Shades Darker,6.0
42412,The Eye Collection,"['Horror', 'Foreign']",cn,0.574123,['Universal Pictures International Germany GmbH'],97.0,"['ภาษาไทย', 'Deutsch', '广州话 / 廣州話']",The Child's Eye,4.3
42436,Bad Kids Collection,"['Mystery', 'Comedy', 'Thriller', 'Science Fiction', 'Fantasy']",en,2.258128,"['BKG2H Productions', 'Bad Kids']",100.0,['English'],Bad Kids of Crestview Academy,4.8
42490,The Hire,"['Thriller', 'Action']",en,0.325683,['Anonymous Content'],13.0,['English'],The Escape,7.2
42495,Boys Love Collection,['Drama'],ja,1.240719,"['TLA Releasing', 'Tornado Film']",117.0,['日本語'],Boys Love Gekijouban,4.8
42525,Tada's Do-It-All Collection,['Drama'],ja,0.448199,['Asmik Ace Entertainment'],123.0,['日本語'],Tada's Do-It-All House,5.3
42671,The Joys of Torture Series,['Horror'],ja,0.365884,['Toei Company'],85.0,['日本語'],Shogun's Joys of Torture,6.8
42702,Fist of the North Star: The Legends of the True Savior,"['Animation', 'Action']",ja,1.511957,['TMS'],95.0,['日本語'],Fist of the North Star: Legend of Raoh - Chapter of Death in Love,6.5
42703,Fist of the North Star: The Legends of the True Savior,"['Action', 'Animation']",ja,1.357836,['TMS'],0.0,['日本語'],Fist of the North Star: Legend of Yuria,5.3
42704,Fist of the North Star: The Legends of the True Savior,"['Action', 'Animation']",ja,2.451587,['TMS'],95.0,['日本語'],Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,6.1
42705,Fist of the North Star: The Legends of the True Savior,"['Animation', 'Action']",ja,1.385707,['TMS'],60.0,['日本語'],Fist of the North Star: Legend of Toki,5.8
42706,Fist of the North Star: The Legends of the True Savior,"['Animation', 'Action']",ja,1.069205,['TMS'],83.0,['日本語'],Fist of the North Star: The Legend of Kenshiro,5.6
42708,Saint Seiya Collection,"['Animation', 'Fantasy']",ja,1.337121,['Toei Animation'],83.0,['日本語'],Saint Seiya Heaven Chapter: Overture,6.6
42709,Saint Seiya Collection,"['Action', 'Animation', 'Fantasy']",ja,3.565311,['Toei Doga'],46.0,['日本語'],Saint Seiya: Evil Goddess Eris,5.8
42710,Saint Seiya Collection,"['Action', 'Animation', 'Fantasy']",ja,1.401616,['Toei Doga'],46.0,['日本語'],Saint Seiya: The Heated Battle of the Gods,6.5
42711,Saint Seiya Collection,"['Action', 'Animation', 'Fantasy']",ja,2.566613,['Toei Doga'],75.0,['日本語'],Saint Seiya: Legend of Crimson Youth,6.6
42712,Saint Seiya Collection,"['Action', 'Animation', 'Fantasy']",ja,1.304154,['Toei Doga'],45.0,['日本語'],Saint Seiya: Warriors of the Final Holy Battle,5.8
42766,Alan Davies Collection,['Comedy'],en,0.051624,['PolyGram Video'],63.0,['English'],Alan Davies: Live at the Lyric,6.0
42801,Stake Land Collection,"['Action', 'Horror']",en,6.044527,"['Glass Eye Pix', 'Last Pictures', 'Berserker Entertainment']",85.0,['English'],Stake Land II: The Stakelander,5.4
42818,Midnight Diner Collection,['Drama'],ja,2.094312,['Toei Company'],119.0,['日本語'],Midnight Diner,7.6
42841,Tainá,"['Family', 'Fantasy', 'Adventure']",pt,0.113347,"['Tietê Produções Cinematográficas', 'M.A. Marcondes']",90.0,['Português'],Tainá: An Amazon Adventure,3.3
42863,Zipi y Zape - Colección,"['Adventure', 'Comedy']",es,1.360672,"['Mod Producciones', 'Kowalski Films', 'Atresmedia Cine', 'Zeta Zinema', 'Movistar+']",105.0,['Español'],Zip & Zap and the Captain's Island,5.0
42891,Lavalantula Collection,"['Horror', 'Science Fiction', 'Thriller']",en,1.655786,"['Syfy', 'Cinetel Films', 'Zoo Creatives']",85.0,['English'],2 Lava 2 Lantula!,5.1
42902,Prometheus Collection,"['Horror', 'Science Fiction', 'Thriller']",en,72.884078,"['Twentieth Century Fox Film Corporation', 'Scott Free Productions', 'Brandywine Productions', 'TSG Entertainment']",122.0,['English'],Alien: Covenant,5.7
42948,Un éléphant ça trompe énormément,['Comedy'],fr,3.12581,"['Gaumont International', 'Les Productions de la Guéville']",105.0,['Français'],An Elephant Can Be Extremely Deceptive,6.8
42949,Little Witch Academia Collection,"['Action', 'Animation', 'Fantasy', 'Comedy']",ja,1.464431,"['Trigger', 'Good Smile Company']",55.0,['日本語'],Little Witch Academia: The Enchanted Parade,7.3
42951,Sleepaway Camp Collection,"['Horror', 'Comedy']",en,4.066053,['Double Helix Films'],80.0,['English'],Sleepaway Camp II: Unhappy Campers,5.8
42965,Timecop Collection,"['Action', 'Science Fiction']",en,1.415674,"['Capital Arts Entertainment', 'Universal Studios Home Entertainment Family Productions', 'TE Encore Films']",81.0,['English'],Timecop 2: The Berlin Decision,4.0
42970,Epoch Collection,['Science Fiction'],en,6.421741,"['Unified Film Organization (UFO)', 'Epoch Productions']",96.0,['English'],Epoch,4.1
42974,Wallace & Gromit Collection,"['Animation', 'Comedy']",en,1.090578,['Aardman Animations'],17.0,['English'],Wallace & Gromit's Cracking Contraptions,6.7
43000,Darkman Collection,"['Action', 'Thriller', 'Science Fiction']",en,2.182588,['Renaissance Pictures'],87.0,['English'],Darkman III: Die Darkman Die,3.9
43001,The Gingerdead Man Collection,"['Fantasy', 'Horror', 'Comedy']",en,1.34144,"['Shoot Productions', 'Full Moon Entertainment', 'Talos Entertainment']",70.0,['English'],The Gingerdead Man,3.9
43003,Inspector Gadget Collection,"['Action', 'Adventure', 'Comedy', 'Family']",en,10.923985,"['Walt Disney Pictures', 'Fountain Films']",89.0,['English'],Inspector Gadget 2,3.9
43004,Species Collection,"['Horror', 'Science Fiction', 'Thriller']",en,9.6804,"['360 Pictures', 'Metro-Goldwyn-Mayer (MGM)']",98.0,['English'],Species: The Awakening,4.3
43005,Species Collection,"['Science Fiction', 'Action', 'Horror']",en,7.711755,"['FGM Entertainment', 'Metro-Goldwyn-Mayer (MGM)']",111.0,['English'],Species III,4.6
43007,Lilo & Stitch Collection,"['Animation', 'Comedy', 'Family']",en,10.971661,['Walt Disney Pictures'],68.0,['English'],Lilo & Stitch 2: Stitch has a Glitch,6.3
43009,Ultimate Avengers Collection,"['Adventure', 'Animation', 'Action', 'Science Fiction']",en,11.443544,['Marvel Studios'],73.0,"['English', 'Español']",Ultimate Avengers 2,6.4
43013,The Sandlot Collection,"['Comedy', 'Family']",en,2.695495,"['Twentieth Century Fox Home Entertainment', 'David Evans Pictures']",97.0,"['English', 'Français']",The Sandlot 2,5.2
43070,Hercules (Lou Ferrigno) Collection,"['Action', 'Adventure', 'Fantasy']",en,1.567626,"['Cannon Group', 'Metro-Goldwyn-Mayer (MGM)', 'Golan-Globus Productions', 'Cannon Italia Srl']",98.0,"['English', 'Italiano']",Hercules,3.9
43107,Eating Out Series,['Comedy'],en,1.954508,['Ariztical Entertainment'],90.0,['English'],Eating Out,5.5
43132,Aurélie Laflamme Collection,['Comedy'],fr,0.357328,['Téléfiction Distribution'],0.0,['Français'],Aurélie Laflamme: Les pieds sur terre,7.8
43140,DMB Collection,['Comedy'],ru,1.601712,['Kinokompaniya Carmen'],85.0,['Pусский'],Demobbed,6.1
43156,The Smurfs (Theatrical) Collection,"['Adventure', 'Animation', 'Comedy', 'Family']",en,16.972835,"['Columbia Pictures', 'Sony Pictures Animation', 'Kerner Entertainment Company']",89.0,"['العربية', 'English']",Smurfs: The Lost Village,6.2
43189,Born To Race Collection,['Action'],en,2.634423,"['American Cinema International', 'Soundscape Media', 'ESX Productions']",94.0,['English'],Born to Race: Fast Track,5.2
43191,Hornblower Collection,"['Adventure', 'Drama', 'War']",en,1.094773,['Meridian Broadcasting Ltd'],125.0,['English'],Hornblower: Loyalty,6.7
43192,Teen Titans Collection,"['Science Fiction', 'Animation', 'Action']",en,17.086618,"['DC Comics', 'Warner Bros. Animation', 'DC Entertainment']",84.0,['English'],Teen Titans: The Judas Contract,7.1
43207,The Blob Collection,"['Comedy', 'Science Fiction', 'Horror']",en,0.978293,['Jack H. Harris Enterprises'],91.0,['English'],Beware! The Blob,4.9
43221,Diary of a Wimpy Kid Collection,"['Comedy', 'Family']",en,28.176992,['Twentieth Century Fox'],91.0,['English'],Diary of a Wimpy Kid: The Long Haul,6.1
43255,The Fast and the Furious Collection,"['Action', 'Crime', 'Thriller']",en,48.573287,"['Universal Pictures', 'Original Film', 'One Race Films']",136.0,['English'],The Fate of the Furious,6.8
43268,Swan Princess Series,['Animation'],en,1.647024,"['NEST Family Entertainment', 'Crest Animation Production', 'Sony Pictures Entertainment (SPE)']",90.0,['English'],The Swan Princess Christmas,6.0
43294,Cars Collection,"['Family', 'Comedy', 'Animation', 'Adventure']",en,19.148182,"['Walt Disney Pictures', 'Pixar Animation Studios']",109.0,['English'],Cars 3,6.6
